Level	Date and Time	Source	Event ID	Task Category
Information	3/16/2019 3:11:29 PM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Network Realtime Inspection engine version: 1.1.15700.9
 	Antivirus signature version: 1.289.1267.0
 	Antispyware signature version: 1.289.1267.0
 	Network Realtime Inspection signature version: 1.289.1267.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 0
 	Antispyware signature age: 0
 	Last quick scan age: 1
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/3/15 19:23:46
 	Antispyware signature creation time: 2019/3/15 19:23:45
 	Last quick scan start time: 2019/3/14 8:29:57
 	Last quick scan end time: 2019/3/14 8:44:10
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	3/16/2019 3:11:29 PM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Signature version: 1.289.1267.0
"
Information	3/16/2019 11:35:16 AM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Network Realtime Inspection engine version: 1.1.15700.9
 	Antivirus signature version: 1.289.1267.0
 	Antispyware signature version: 1.289.1267.0
 	Network Realtime Inspection signature version: 1.289.1267.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 0
 	Antispyware signature age: 0
 	Last quick scan age: 1
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/3/15 19:23:46
 	Antispyware signature creation time: 2019/3/15 19:23:45
 	Last quick scan start time: 2019/3/14 8:29:57
 	Last quick scan end time: 2019/3/14 8:44:10
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	3/16/2019 11:35:16 AM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Signature version: 1.289.1267.0
"
Information	3/16/2019 11:00:36 AM	Microsoft-Windows-Windows Defender	2000	None	"Windows Defender Antivirus signature version has been updated.
 	Current Signature Version: 1.289.1267.0
 	Previous Signature Version: 1.289.1150.0
 	Signature Type: AntiSpyware
 	Update Type: Delta
 	User: NT AUTHORITY\SYSTEM
 	Current Engine Version: 1.1.15700.9
 	Previous Engine Version: 1.1.15700.9"
Information	3/16/2019 11:00:36 AM	Microsoft-Windows-Windows Defender	2000	None	"Windows Defender Antivirus signature version has been updated.
 	Current Signature Version: 1.289.1267.0
 	Previous Signature Version: 1.289.1150.0
 	Signature Type: AntiVirus
 	Update Type: Delta
 	User: NT AUTHORITY\SYSTEM
 	Current Engine Version: 1.1.15700.9
 	Previous Engine Version: 1.1.15700.9"
Information	3/16/2019 11:00:36 AM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.1267.0
 	Signature Type: AntiSpyware
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\a061a3b92b53c05bbccfb140408255b16a29e0a5
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/2/13 16:04:12
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	3/16/2019 11:00:36 AM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.1267.0
 	Signature Type: AntiVirus
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\a061a3b92b53c05bbccfb140408255b16a29e0a5
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/2/13 16:04:12
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	3/16/2019 2:39:15 AM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Network Realtime Inspection engine version: 1.1.15700.9
 	Antivirus signature version: 1.289.1150.0
 	Antispyware signature version: 1.289.1150.0
 	Network Realtime Inspection signature version: 1.289.1150.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 1
 	Antispyware signature age: 1
 	Last quick scan age: 1
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/3/14 9:18:07
 	Antispyware signature creation time: 2019/3/14 9:18:06
 	Last quick scan start time: 2019/3/14 8:29:57
 	Last quick scan end time: 2019/3/14 8:44:10
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	3/16/2019 2:39:15 AM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Signature version: 1.289.1150.0
"
Information	3/16/2019 1:39:15 AM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Network Realtime Inspection engine version: 1.1.15700.9
 	Antivirus signature version: 1.289.1150.0
 	Antispyware signature version: 1.289.1150.0
 	Network Realtime Inspection signature version: 1.289.1150.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 1
 	Antispyware signature age: 1
 	Last quick scan age: 1
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/3/14 9:18:07
 	Antispyware signature creation time: 2019/3/14 9:18:06
 	Last quick scan start time: 2019/3/14 8:29:57
 	Last quick scan end time: 2019/3/14 8:44:10
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	3/16/2019 1:39:15 AM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Signature version: 1.289.1150.0
"
Information	3/16/2019 12:39:15 AM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Network Realtime Inspection engine version: 1.1.15700.9
 	Antivirus signature version: 1.289.1150.0
 	Antispyware signature version: 1.289.1150.0
 	Network Realtime Inspection signature version: 1.289.1150.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 1
 	Antispyware signature age: 1
 	Last quick scan age: 1
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/3/14 9:18:07
 	Antispyware signature creation time: 2019/3/14 9:18:06
 	Last quick scan start time: 2019/3/14 8:29:57
 	Last quick scan end time: 2019/3/14 8:44:10
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	3/16/2019 12:39:15 AM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Signature version: 1.289.1150.0
"
Information	3/15/2019 11:39:15 PM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Network Realtime Inspection engine version: 1.1.15700.9
 	Antivirus signature version: 1.289.1150.0
 	Antispyware signature version: 1.289.1150.0
 	Network Realtime Inspection signature version: 1.289.1150.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 1
 	Antispyware signature age: 1
 	Last quick scan age: 1
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/3/14 9:18:07
 	Antispyware signature creation time: 2019/3/14 9:18:06
 	Last quick scan start time: 2019/3/14 8:29:57
 	Last quick scan end time: 2019/3/14 8:44:10
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	3/15/2019 11:39:15 PM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Signature version: 1.289.1150.0
"
Information	3/15/2019 10:39:15 PM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Network Realtime Inspection engine version: 1.1.15700.9
 	Antivirus signature version: 1.289.1150.0
 	Antispyware signature version: 1.289.1150.0
 	Network Realtime Inspection signature version: 1.289.1150.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 1
 	Antispyware signature age: 1
 	Last quick scan age: 1
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/3/14 9:18:07
 	Antispyware signature creation time: 2019/3/14 9:18:06
 	Last quick scan start time: 2019/3/14 8:29:57
 	Last quick scan end time: 2019/3/14 8:44:10
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	3/15/2019 10:39:15 PM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Signature version: 1.289.1150.0
"
Information	3/15/2019 9:42:35 PM	Microsoft-Windows-Windows Defender	1117	None	"Windows Defender Antivirus has taken action to protect this machine from malware or other potentially unwanted software.
 For more information please see the following:
https://go.microsoft.com/fwlink/?linkid=37020&name=Trojan:Win32/Occamy.C&threatid=2147726780&enterprise=0
 	Name: Trojan:Win32/Occamy.C
 	ID: 2147726780
 	Severity: 严重
 	Category: 特洛伊木马
 	Path: file:_D:\software\Adobe CC 2019 破解补丁注册机 Zer0Cod3 Patcher 1.5\Adobe CC 2019 Zer0Cod3 Patcher 1.5\Adobe CC 2019 Zer0Cod3 Patcher 1.5.exe
 	Detection Origin: Local machine
 	Detection Type: Concrete
 	Detection Source: Real-Time Protection
 	User: NT AUTHORITY\SYSTEM
 	Process Name: C:\Program Files (x86)\360\360zip\360zip.exe
 	Action: Quarantine
 	Action Status:  No additional actions required
 	Error Code: 0x80508023
 	Error description: 程序在此设备上找不到恶意软件和其他可能不需要的软件。 
 	Signature Version: AV: 1.289.1150.0, AS: 1.289.1150.0, NIS: 1.289.1150.0
 	Engine Version: AM: 1.1.15700.9, NIS: 1.1.15700.9"
Information	3/15/2019 9:42:10 PM	Microsoft-Windows-Windows Defender	5007	None	"Windows Defender Antivirus Configuration has changed. If this is an unexpected event you should review the settings as this may be the result of malware.
 	Old value: 
 	New value: HKLM\SOFTWARE\Microsoft\Windows Defender\Threats\ThreatIDDefaultAction\2147726780 = 0x6"
Warning	3/15/2019 9:41:50 PM	Microsoft-Windows-Windows Defender	1116	None	"Windows Defender Antivirus has detected malware or other potentially unwanted software.
 For more information please see the following:
https://go.microsoft.com/fwlink/?linkid=37020&name=Trojan:Win32/Occamy.C&threatid=2147726780&enterprise=0
 	Name: Trojan:Win32/Occamy.C
 	ID: 2147726780
 	Severity: 严重
 	Category: 特洛伊木马
 	Path: file:_D:\software\Adobe CC 2019 破解补丁注册机 Zer0Cod3 Patcher 1.5\Adobe CC 2019 Zer0Cod3 Patcher 1.5\Adobe CC 2019 Zer0Cod3 Patcher 1.5.exe
 	Detection Origin: Local machine
 	Detection Type: Concrete
 	Detection Source: Real-Time Protection
 	User: MINGWIN\Doraeming
 	Process Name: C:\Program Files (x86)\360\360zip\360zip.exe
 	Signature Version: AV: 1.289.1150.0, AS: 1.289.1150.0, NIS: 1.289.1150.0
 	Engine Version: AM: 1.1.15700.9, NIS: 1.1.15700.9"
Information	3/15/2019 9:39:15 PM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Network Realtime Inspection engine version: 1.1.15700.9
 	Antivirus signature version: 1.289.1150.0
 	Antispyware signature version: 1.289.1150.0
 	Network Realtime Inspection signature version: 1.289.1150.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 1
 	Antispyware signature age: 1
 	Last quick scan age: 1
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/3/14 9:18:07
 	Antispyware signature creation time: 2019/3/14 9:18:06
 	Last quick scan start time: 2019/3/14 8:29:57
 	Last quick scan end time: 2019/3/14 8:44:10
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	3/15/2019 9:39:15 PM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Signature version: 1.289.1150.0
"
Information	3/15/2019 8:39:15 PM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Network Realtime Inspection engine version: 1.1.15700.9
 	Antivirus signature version: 1.289.1150.0
 	Antispyware signature version: 1.289.1150.0
 	Network Realtime Inspection signature version: 1.289.1150.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 1
 	Antispyware signature age: 1
 	Last quick scan age: 1
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/3/14 9:18:07
 	Antispyware signature creation time: 2019/3/14 9:18:06
 	Last quick scan start time: 2019/3/14 8:29:57
 	Last quick scan end time: 2019/3/14 8:44:10
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	3/15/2019 8:39:15 PM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Signature version: 1.289.1150.0
"
Information	3/15/2019 7:39:15 PM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Network Realtime Inspection engine version: 1.1.15700.9
 	Antivirus signature version: 1.289.1150.0
 	Antispyware signature version: 1.289.1150.0
 	Network Realtime Inspection signature version: 1.289.1150.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 1
 	Antispyware signature age: 1
 	Last quick scan age: 1
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/3/14 9:18:07
 	Antispyware signature creation time: 2019/3/14 9:18:06
 	Last quick scan start time: 2019/3/14 8:29:57
 	Last quick scan end time: 2019/3/14 8:44:10
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	3/15/2019 7:39:15 PM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Signature version: 1.289.1150.0
"
Information	3/15/2019 7:17:12 PM	Microsoft-Windows-Windows Defender	1013	None	"Windows Defender Antivirus has removed history of malware and other potentially unwanted software.
 	Time: 2019/2/28 19:17:11
 	User: NT AUTHORITY\SYSTEM
"
Information	3/15/2019 7:17:11 PM	Microsoft-Windows-Windows Defender	1000	None	"Windows Defender Antivirus scan has started.
 	Scan ID: {B9DD932A-07D0-4A56-9335-FD80DAD7E43E}
 	Scan Type: Antimalware
 	Scan Parameters: Quick Scan
 	Scan Resources: 
 	User: NT AUTHORITY\SYSTEM"
